Symbol,WinRate,Returns,Actual_Ret,Prev_Volatility,Prev_Returns_CAGR,Previous_Sharpe,No.,CAGR,Vol,Sharpe,Drawdown,Calmar
SUNDRMFAST,78.57142857,3.596624545,1.998660201,0.345804377,24.32918743,0.558963065,14,15.48093534,30.27081129,0.346238997,11.45586378,1.351354698
NAUKRI,66.66666667,5.251036882,4.622264597,0.345886311,21.17917806,0.46776,15,20.50121152,43.58803366,0.35562998,27.45848669,0.746625688
RELAXO,70,3.753206457,2.259201072,0.346089066,55.54899311,1.460577582,10,16.03565035,38.9539535,0.28329988,27.55406629,0.581970377
SBIN,66.66666667,3.272265116,3.214938976,0.346172937,12.7131931,0.22281329,9,14.26010228,35.40090465,0.261578126,15.4363543,0.923799882
BIRLACORPN,71.42857143,4.978134405,1.852286873,0.3468876,21.46529175,0.474657836,14,19.78019099,44.12865501,0.334934092,11.49440306,1.720854131
EVEREADY,53.84615385,1.408097174,0.854362587,0.34749201,14.13105518,0.26277022,26,3.923486673,29.55267048,-0.036426939,36.79188605,0.106639999
UNICHEMLAB,58.33333333,3.634184513,1.949106745,0.348686747,13.35730796,0.239679541,12,15.61592326,40.34172405,0.263149965,19.34725513,0.807138953
IDFC,70.58823529,6.414816783,2.137440758,0.349085795,1.932575684,-0.087870213,17,23.2445455,44.23796698,0.412418263,28.54965475,0.814179566
REDINGTON,61.53846154,1.170993366,2.568380394,0.349764356,8.957572923,0.113149692,13,1.790894882,14.15162978,-0.226765763,32.00262521,0.055960874
PTC,73.33333333,3.645069232,2.252247383,0.350628186,5.169002699,0.004819998,15,15.65481076,33.38326103,0.319166266,15.47468109,1.011640283
APOLLOTYRE,75,2.287709718,1.621272865,0.350962453,22.61271728,0.5018405,16,9.752535214,36.51337908,0.130158735,43.92215945,0.222041342
DIVISLAB,92.30769231,2.305817662,3.832539085,0.351813775,38.95603776,0.965170785,13,9.849881827,31.5815809,0.153566784,45.81647968,0.214985566
TATASTEEL,76.92307692,1.048518526,2.727571832,0.351980977,6.90938344,0.054246779,13,0.534189094,35.5052346,-0.125778944,60.55219435,0.008821961
ORIENTCEM,52.63157895,2.273580389,1.430769231,0.352032393,6.89169636,0.053736429,19,9.676101107,43.085077,0.108531803,43.24225648,0.223764944
SRF,91.66666667,3.41656934,5.38809713,0.352781113,30.3675071,0.719072144,12,14.81592137,24.38249034,0.402580755,10.18411289,1.454807259
ASHOKLEY,66.66666667,1.796813645,1.540400541,0.353713144,19.05909384,0.397471625,12,6.811697073,38.05163972,0.047611538,51.77037503,0.131575193
VINATIORGA,64.28571429,2.712266461,3.812019045,0.354775532,54.18456096,1.386357192,14,11.87373462,30.67815408,0.22405959,19.30222912,0.615148362
TATAMOTORS,73.68421053,16.56849089,2.591203046,0.354825536,7.605527103,0.073431217,19,37.12231075,57.28572157,0.56073852,11.47864294,3.234033061
ENGINERSIN,70,2.359139108,1.558685446,0.355562268,9.528900157,0.127372912,10,10.13264304,27.41721311,0.187205134,27.57193898,0.367498385
BHEL,58.33333333,5.819427909,3.253311313,0.355949134,11.56942227,0.184560704,24,21.90194508,48.39586963,0.349243545,28.67926449,0.763685731
MCDOWELL-N,60,1.441261557,1.684947519,0.356547153,28.54326425,0.660312782,5,4.195891851,21.24299428,-0.037852863,19.20973567,0.218425278
CAPF,40,0.872880888,0.908038932,0.357131145,-3.887831083,-0.248867432,5,-12.43548948,27.32144457,-0.638161333,27.48543792,-0.452439198
RAJESHEXPO,45.45454545,1.989506387,0.411327233,0.357462541,53.21010107,1.348675611,11,8.042308055,34.84883196,0.087300144,27.4821822,0.292637171
BASF,69.23076923,1.229742135,2.126392335,0.359485532,17.48988396,0.347437737,13,2.352763334,28.46258974,-0.093007583,54.60219231,0.043089173
REPCOHOME,41.17647059,1.180069634,0.759931762,0.359886788,17.43316329,0.345474291,17,1.879310978,31.58386528,-0.098806432,50.43040922,0.037265432
GPPL,69.23076923,4.945280391,1.409057949,0.361813306,8.216400495,0.088896689,13,19.69103698,40.85723659,0.35957001,27.59391587,0.713600675
EIDPARRY,64.70588235,1.91143266,2.471577429,0.361848863,19.77697301,0.408374173,17,7.55702056,26.08815085,0.098014634,24.28434057,0.311189037
SADBHAV,42.85714286,2.576842669,0.065524196,0.361907188,16.40034192,0.315007336,21,11.2312332,49.9677292,0.124705151,41.57855716,0.270120802
BRIGADE,75,4.332686904,7.57312788,0.362705831,-5.028151022,-0.27648166,20,17.92427945,33.02927561,0.391297696,11.49613247,1.559157351
RAYMOND,78.94736842,4.387321231,2.124394522,0.365611431,6.948227763,0.053286839,19,18.09056416,43.78224521,0.298992528,43.11265904,0.419611422
APLAPOLLO,83.33333333,4.607792924,7.166432038,0.36574522,35.22885329,0.826500296,18,18.74344632,42.45599608,0.323710373,44.41417263,0.422014983
J&KBANK,52.17391304,4.943621479,2.207579597,0.366551262,9.821619848,0.131540124,23,19.68652136,51.75111164,0.283791418,27.62994962,0.712506596
VRLLOG,53.84615385,1.863958439,1.429974223,0.368192804,-0.099324355,-0.138496035,13,7.2532594,29.67907056,0.075920821,34.91723012,0.207727227
CHAMBLFERT,68.75,3.951800891,2.361377282,0.369049959,15.79209532,0.292429116,16,16.71038026,36.74661683,0.31867914,20.49021319,0.815529839
INOXLEISUR,64.28571429,3.14421963,1.934423226,0.369177597,2.778976228,-0.060161391,14,17.28129101,38.67242273,0.31757232,27.55313594,0.627198699
HERITGFOOD,68.75,2.175434436,1.043836044,0.369264512,27.93064412,0.620981528,16,9.133222623,24.64712211,0.167695953,27.5450311,0.331574235
DCBBANK,66.66666667,2.315813776,0.718135863,0.369406935,11.26974866,0.169724715,12,9.903329705,29.36430261,0.166982672,19.34080435,0.512043322
M&MFIN,71.42857143,1.0477474,0.874365289,0.369469645,20.38050911,0.416286136,14,0.525872152,22.73516955,-0.196793248,43.78409675,0.012010574
JUBLFOOD,92.85714286,4.063553613,1.982826275,0.370072501,30.85700362,0.698701025,14,17.07693835,24.31419318,0.496703232,10.20037639,1.674147864
ZENSARTECH,64.70588235,3.593942558,3.217434804,0.370602989,20.83386055,0.427245895,17,15.47124867,50.24897,0.20838733,54.67254859,0.282980199
CEATLTD,55.55555556,2.864292143,1.475092171,0.370737031,20.38286957,0.414926708,9,12.56192326,35.73048578,0.211637852,10.65368579,1.179115238
TVSSRICHAK,69.23076923,7.50111531,1.103277481,0.371377328,31.11594578,0.703218635,13,25.43182037,46.44852321,0.439880947,11.38795168,2.233221661
KNRCON,58.33333333,1.644647233,2.09345794,0.371668785,20.16109979,0.407919643,12,5.75413037,25.49002121,0.029585317,25.18641374,0.228461679
HEIDELBERG,58.33333333,1.501647434,1.274746105,0.372800635,7.088508459,0.056022127,12,4.67790778,25.76902669,-0.0124992,27.57675711,0.169632265
BAJAJELEC,46.15384615,0.649208106,1.612070521,0.373084206,19.90159625,0.399416433,13,-4.741747318,28.60789351,-0.340526551,43.66745608,-0.10858767
IRB,60,2.553543032,2.348120444,0.3748147,-1.354131065,-0.169527264,25,11.11768094,46.39875985,0.131850096,54.42563242,0.204272885
RECLTD,78.57142857,7.605791714,5.45978355,0.37875233,6.863061918,0.049189451,14,25.62744117,46.24579575,0.446039274,19.31625649,1.326729182
MUTHOOTFIN,66.66666667,1.848420321,3.891742484,0.378971353,15.47371807,0.27637229,12,7.152347249,23.71453326,0.090760684,28.4742427,0.251186566
GUJALKALI,75,3.607031848,1.008598452,0.379048683,18.81596523,0.364490522,8,15.5184633,36.57340153,0.287598716,11.42547592,1.358233426
TNPL,58.82352941,3.076431919,0.683727408,0.380037865,11.25441846,0.164573561,17,13.46993912,39.01318305,0.217104539,20.5043701,0.65693016
NBCC,68.42105263,9.907807439,1.322778761,0.380313597,39.57877012,0.909217299,19,29.41883209,76.20712371,0.320427158,44.82988309,0.65623263
IBULHSGFIN,65,1.68867372,0.134856088,0.38382567,22.93614543,0.467299267,20,6.068755494,35.44080601,0.030156072,44.23934612,0.137180045
YESBANK,47.36842105,2.171205891,0.072596153,0.384316442,22.77417539,0.46248803,19,9.109348057,42.72772047,0.096175223,36.00560707,0.252998041
TORNTPOWER,81.81818182,5.542871811,5.810609063,0.384926596,11.67072153,0.173298535,11,21.2467675,43.47631401,0.373692386,11.46166164,1.853724893
JCHAC,27.27272727,0.844088991,0.708276129,0.385793516,21.54402304,0.428831029,11,-1.887945087,32.1010474,-0.214570727,57.28641672,-0.032956243
ASHOKA,58.33333333,0.977186194,1.023725735,0.386751716,6.774558501,0.045883662,12,-0.259175972,28.90086913,-0.181972935,49.26351903,-0.005261012
MOTILALOFS,55.55555556,1.476259033,2.127321969,0.388102458,11.8340511,0.176088839,18,4.477385686,23.97473041,-0.021798548,41.43266171,0.108064158
MFSL,81.81818182,2.98078461,2.020171042,0.389629729,10.41545598,0.138989804,11,13.06765373,40.69706619,0.19823674,42.95566447,0.304212585
HINDALCO,75,3.174653245,2.964773632,0.390002009,4.719291041,-0.007197629,12,13.87165894,30.10364036,0.294703858,10.20598194,1.359169459
SOBHA,58.82352941,1.737676042,3.453316357,0.390252174,-5.864733066,-0.278402883,17,6.41049045,31.78168253,0.04438061,36.72282141,0.174564214
GSFC,85.71428571,4.307834337,1.705360724,0.390729583,6.668212282,0.042694804,14,17.8480217,45.4969519,0.282393021,44.45007447,0.401529624
DEEPAKFERT,47.05882353,1.609070079,1.655443409,0.391084873,11.16751644,0.157702761,17,5.494377228,46.11647235,0.010720187,55.51430934,0.09897227
UCOBANK,55.55555556,1.73964649,2.523178918,0.391213114,0.234650656,-0.12180955,18,6.424052363,35.92606359,0.039638419,30.66010845,0.209524776
CENTURYTEX,80,7.26561138,1.701558588,0.39157494,-6.810705208,-0.301620559,15,24.9826941,41.24406329,0.484498677,11.48554414,2.175142404
OBEROIRLTY,84.61538462,5.936342677,3.50909451,0.392950405,5.693056117,0.017637241,13,22.17491682,39.2433213,0.437651969,10.17747049,2.178823986
RPOWER,42.85714286,5.146128404,0.598300951,0.393096573,-17.93862901,-0.583536734,14,20.22806367,57.17361254,0.266347761,27.50422815,0.735452875
PFC,64.70588235,2.200841154,6.914084421,0.39334165,5.803222437,0.020420478,17,9.275808994,25.47344295,0.167853596,19.35973058,0.479129033
SAIL,50,0.612888736,2.051914339,0.394068979,3.288339598,-0.043435553,14,-5.356431225,21.68826118,-0.47751321,53.63779382,-0.099863004
NATCOPHARM,50,0.901125504,1.291623635,0.398190452,17.14629928,0.305037432,8,-1.163896854,39.84918745,-0.154680616,50.81374541,-0.022905158
CENTURYPLY,58.82352941,1.324001083,1.856308712,0.399507515,19.11654705,0.353348723,17,3.206326319,16.17874399,-0.110866065,27.56147048,0.116333645
HINDCOPPER,47.05882353,0.963894931,4.801480287,0.401101633,-19.84751797,-0.619481846,17,-0.412657673,38.68342043,-0.1399219,55.09139723,-0.007490419
DISHTV,42.85714286,5.263625768,0.204868157,0.401248681,-8.249839756,-0.33021516,21,20.53366272,63.56369585,0.244379477,42.47600778,0.483417906
HINDPETRO,63.63636364,0.477768902,1.596673466,0.40256986,7.981912518,0.074071927,11,-7.97027702,28.27837184,-0.458664208,69.93473348,-0.113967361
INDOCO,38.46153846,0.879063049,1.373838113,0.402592373,10.91463664,0.146913778,13,-1.439008653,22.5959811,-0.284962561,36.76331162,-0.03914252
TEXRAIL,68.75,5.806241128,2.527164553,0.404210288,10.21016807,0.128897463,16,21.87085191,41.1254084,0.410229407,19.33065796,1.131407526
STAR,63.63636364,1.126676844,1.335956331,0.405640541,12.51920836,0.185366294,11,1.350250997,38.79492031,-0.094078013,49.03697673,0.027535364
RKFORGE,71.42857143,3.325744596,4.007328472,0.406237311,20.15846835,0.373143184,21,14.46858157,41.43615674,0.22851013,53.4919,0.270481729
BEML,63.63636364,6.2682408,4.624526383,0.408237849,13.76244849,0.214640767,22,22.92461896,50.36026456,0.355927816,28.4644682,0.805376682
IIFL,61.11111111,10.72890057,0.921762503,0.409420431,30.02116332,0.611136167,18,30.58272512,66.05464198,0.387296401,34.93476745,0.87542375
SONATSOFTW,71.42857143,2.259255352,4.136921861,0.409439962,18.58010687,0.331675169,14,9.598176685,25.14477416,0.182868084,19.36212582,0.495719157
JSWENERGY,83.33333333,10.1873749,7.717552087,0.409451813,-4.273829285,-0.22649379,12,29.82442326,48.24484995,0.51455074,19.35150661,1.541193865
NAVINFLUOR,66.66666667,3.784690241,4.104312489,0.409808357,23.40446274,0.449099254,12,16.14469977,40.90693269,0.272440367,19.29419598,0.836764579
PFS,58.33333333,2.715216322,1.460952323,0.410536168,-4.657127273,-0.23523207,12,11.88741023,48.26916247,0.142687585,50.17894485,0.236900363
NATIONALUM,75,5.394269297,2.544000041,0.410644333,12.41081561,0.180467987,16,20.86642497,40.41907791,0.39254792,19.35924303,1.077853351
UFLEX,56.25,2.225092141,1.194539228,0.410657494,15.95758354,0.266830235,16,9.410552928,36.83859101,0.119726428,27.55766449,0.341485866
KEC,71.42857143,2.592336922,1.793145176,0.411346244,31.43775232,0.642712866,14,11.30624198,40.12098916,0.157180621,47.59768028,0.237537668
CENTRALBK,52.38095238,1.389719157,0.919343308,0.411370292,-8.480781065,-0.327704293,21,3.770071843,26.00499679,-0.04729584,36.77524615,0.102516563
VIPIND,66.66666667,3.528255703,1.27214445,0.411740504,33.30216373,0.687378663,15,15.2319783,35.93703936,0.284719567,21.63247781,0.704125456
RCF,64.70588235,4.979724887,1.958834704,0.412061814,4.188904867,-0.019683822,17,19.78449372,43.11411139,0.342915422,21.62306097,0.914971925
JKTYRE,78.57142857,7.348885442,2.500463228,0.413235845,19.86754544,0.359783538,14,25.14296233,44.51102078,0.452538764,11.49598282,2.187108551
KSCL,44.44444444,0.868343221,1.571785544,0.413592627,26.03946835,0.508700276,9,-1.574900543,26.58119545,-0.247351574,45.86061926,-0.034341022
SUNTECK,69.23076923,6.212813906,1.152716576,0.413730188,3.325714238,-0.040468059,13,22.80190816,45.02347693,0.395391679,10.20600097,2.234166763
ITDCEM,70.58823529,5.754879589,2.380966382,0.413993664,11.05771314,0.146323813,17,21.74914576,41.05500734,0.407968402,11.50648878,1.890163557
KRBL,56.25,2.101104498,0.604282335,0.417898542,36.21472429,0.74694504,16,8.707416298,34.08248849,0.108777747,21.63924107,0.402390096
GRANULES,58.82352941,2.273393562,3.864492419,0.41829154,17.66211851,0.302710366,17,9.675087623,33.53692615,0.139401196,27.56372806,0.351007948
MINDACORP,68.75,1.086165428,2.32984876,0.418426861,74.01683463,1.649436043,16,0.933770053,39.66054228,-0.102525828,67.12348913,0.013911226
NFL,43.47826087,0.831500258,1.746814031,0.420714497,1.393472631,-0.085723867,23,-2.053585686,40.65930185,-0.173480246,65.81276985,-0.031203453
RELINFRA,66.66666667,1.980174713,0.366992648,0.421695976,3.656355108,-0.031862881,15,7.985203273,24.29700514,0.122863014,27.63140145,0.288990165
ABFRL,72.72727273,2.221314627,1.981931961,0.422604289,3.802675563,-0.028332047,11,9.394032988,38.32471826,0.114652715,43.67104795,0.215108944
ESCORTS,68.18181818,1.892652964,4.206871888,0.423052725,9.634792421,0.109555905,22,7.437668984,18.81846115,0.129536043,28.54917894,0.260521292
GAYAPROJ,20,0.481510293,0.038385828,0.423530949,31.95327276,0.636394408,10,-7.89627827,45.30678118,-0.284643445,72.46398369,-0.108968316
TATAELXSI,75,3.897465126,6.798196788,0.423870297,19.32378067,0.337928389,16,16.52881874,34.74215915,0.331839443,19.18003578,0.86177205
RELCAPITAL,66.66666667,1.095030394,0.027603935,0.424665775,11.07519714,0.143058318,9,1.026992726,25.24637212,-0.157369433,40.18630272,0.02555579
HIMATSEIDE,46.15384615,1.094004795,0.321789689,0.426165387,19.46029043,0.339311706,13,1.015882633,33.14778529,-0.120192566,50.71956782,0.020029402
SHILPAMED,40,0.537627743,0.984952262,0.426239074,22.22095306,0.404020985,15,-6.74057831,30.30410629,-0.387425328,69.46713029,-0.097032629
MRPL,58.82352941,1.881593855,1.846572774,0.426449274,4.152205006,-0.019880324,17,7.366891799,40.67660951,0.058188031,53.41729862,0.137912099
TV18BRDCST,38.88888889,0.622010369,0.605734767,0.426948919,-8.005114257,-0.30460586,18,-5.199072944,35.24383564,-0.289386009,60.11828208,-0.08648073
CGPOWER,83.33333333,6.210605987,7.89045347,0.427521791,38.63276409,0.786691224,18,22.7969999,46.67414376,0.38130319,44.3846069,0.513624013
SUVEN,66.66666667,21.73326472,11.25756336,0.427563915,30.29615842,0.59163455,15,41.37070845,167.1771911,0.217557839,19.34241268,2.138859776
GHCL,85.71428571,6.103193761,1.816451233,0.429150754,11.74266096,0.157116372,7,22.55632924,45.19245439,0.388479216,10.1999971,2.211405457
IFCI,57.89473684,5.829531469,2.786223451,0.432260222,6.041194699,0.02408722,19,21.92572602,63.69981552,0.265710754,57.13581401,0.383747504
NETWORK18,35.71428571,1.287676285,1.358603049,0.432902207,-2.722579161,-0.178390848,14,2.883976392,37.51299007,-0.056407756,52.89665315,0.054520962
MANAPPURAM,64,0.665926963,1.386102016,0.43459617,11.86190127,0.157891434,25,-4.468992803,31.70193018,-0.298688211,51.8709508,-0.086155984
CANFINHOME,63.63636364,2.550502916,1.642284665,0.435016232,27.59257445,0.519350148,11,11.10279698,32.8947748,0.185524814,19.34304689,0.573994213
IFBIND,60,4.339030288,0.979374188,0.435076955,33.21712118,0.648554718,15,17.94368132,41.20397562,0.314136709,20.43475294,0.878096318
PRESTIGE,64.28571429,4.966589767,5.190671031,0.43627984,1.636173793,-0.07710249,14,19.74892265,45.369115,0.32508729,27.55412746,0.716731919
PRSMJOHNSN,75,1.428057387,1.29525039,0.436284929,16.13341326,0.255186749,12,4.088108939,28.78888321,-0.031675111,42.67998549,0.095785153
FLFL,33.33333333,0.825717463,0.004527448,0.436908029,25.21971706,0.462791154,12,-2.13042206,23.37831365,-0.305001557,48.66611988,-0.043776288
SWANENERGY,53.33333333,4.595408561,3.238940602,0.436950442,5.47927126,0.01096855,15,18.70751545,49.01258748,0.279673369,28.53625311,0.65557014
CANBK,71.42857143,4.02603109,2.092836764,0.437056281,11.7885442,0.155324257,21,16.95487017,34.45005685,0.347020332,21.62306235,0.784110497
JISLJALEQS,56.25,1.401636909,0.542147295,0.438332026,22.32807456,0.39531847,16,3.869761724,37.92687239,-0.029800461,40.5283755,0.095482774
IDBI,46.66666667,2.211273361,1.181692077,0.43842278,-0.299158788,-0.120868692,15,9.333933381,57.2424691,0.075711853,55.81487186,0.167230221
SCI,57.89473684,6.026631789,3.585454545,0.44000342,-1.627073455,-0.150614135,19,22.38247691,61.27998204,0.283656691,55.80323245,0.401096423
IDEA,50,0.832339748,0.33528029,0.440581231,-6.851429239,-0.268995327,16,-2.042470788,35.83810473,-0.196507902,64.20196112,-0.031813215
SYMPHONY,62.5,0.981213326,0.591360331,0.441272262,36.7422204,0.719334142,8,-0.213038125,29.41525305,-0.177222277,50.19849817,-0.004243914
NILKAMAL,50,1.230223206,1.042291115,0.444589678,19.81318877,0.333187869,16,2.357265046,23.6798225,-0.111602819,34.59166132,0.068145471
SUNTV,53.84615385,0.874486834,0.756193862,0.445724775,4.163742155,-0.018761754,13,-1.496838973,30.52875055,-0.21281051,54.93010338,-0.027249884
TVTODAY,29.41176471,0.797752059,0.444571804,0.446027835,4.999021943,-2.19282E-05,17,-2.508877946,31.91785139,-0.235256373,52.81138743,-0.047506382
AEGISCHEM,80,3.927029406,2.494667723,0.446171449,39.26883504,0.768064275,15,16.62788361,30.32074339,0.383495993,27.57817981,0.602936224
WOCKPHARMA,47.82608696,0.906019326,0.754318242,0.447469482,7.424668243,0.054186226,23,-1.103683491,47.00340767,-0.129856191,68.15793184,-0.016193031
GNFC,37.5,1.601082149,1.613743198,0.447638331,14.82195648,0.219417235,16,5.435356303,52.97930976,0.008217478,54.96253953,0.098892015
VEDL,71.42857143,2.292550216,1.516509517,0.448322329,13.51052348,0.189830462,21,9.77862406,35.28431949,0.135431946,54.31715534,0.18002828
BANKBARODA,60,1.953712893,1.746679795,0.449671326,14.49925697,0.211248892,20,7.821962453,32.19285638,0.087658033,36.8595735,0.212209793
BANKINDIA,52.94117647,2.605068531,1.136626602,0.450200883,6.873619951,0.041617421,17,11.36757939,40.33321367,0.157874337,34.93718306,0.32537195
TIMETECHNO,57.89473684,1.310621454,1.578571429,0.45567728,8.062041105,0.067197581,19,3.088517873,36.7695214,-0.051985505,60.49951806,0.051050289
GRAPHITE,61.29032258,3.02224367,0.798697611,0.456250843,34.06989232,0.637147148,31,13.24341385,34.45270789,0.239267517,38.66110475,0.342551356
SPARC,64.70588235,2.332125145,0.476901519,0.456642554,-2.808945974,-0.171007846,17,9.990106325,41.18069422,0.121175867,43.08015339,0.231895793
DREDGECORP,50,1.773525678,1.425346297,0.457253373,-1.494909025,-0.142041796,16,6.655123944,35.5927277,0.046501745,35.87169688,0.185525763
JMFINANCIL,60,1.498713665,0.577007322,0.458793668,9.712505702,0.102715143,15,4.65489079,36.32325645,-0.009501054,43.04041862,0.108151615
INOXWIND,63.15789474,7.087152259,4.99786403,0.460059891,-37.91206343,-0.932749502,19,24.63366868,65.56749493,0.299442105,49.34546029,0.499208408
BBTC,52.94117647,3.84672504,1.169644291,0.460077092,35.18611731,0.656109983,17,16.3572321,46.0527082,0.246613772,38.58470457,0.423930474
PRAJIND,62.5,2.723920917,5.461779849,0.460093181,26.64256603,0.470395279,16,11.92768814,32.27195216,0.214665915,19.33421234,0.616921338
EDELWEISS,62.5,3.352511259,0.491770837,0.460272569,1.753812527,-0.070527502,24,14.57181117,37.03925071,0.258423456,27.56267261,0.528679181
VMART,46.66666667,1.276885073,0.952913637,0.462531757,56.02694746,1.103209601,15,2.786658965,40.57979736,-0.05454293,60.46468939,0.046087378
INDIANB,68.42105263,4.270885023,1.778439327,0.462948304,8.148779485,0.06801579,19,17.73392128,37.33439322,0.341077494,34.91350764,0.507938688
BALRAMCHIN,55.55555556,2.154233572,4.918011735,0.464100617,30.41829472,0.547689311,9,9.013104379,35.57044058,0.112821329,27.58018264,0.326796399
MMTC,55,3.717115899,1.651053835,0.465946072,-33.88855242,-0.834614878,20,15.90964127,56.86814205,0.191841001,42.5292445,0.374087089
RADICO,78.94736842,2.901729541,4.219935425,0.466233172,16.82095033,0.253541598,19,12.72641072,16.94057885,0.456088944,19.32244491,0.658633562
INDIACEM,43.75,1.326024702,1.381016423,0.466792609,-4.435751632,-0.202140125,16,3.224052326,31.66919348,-0.056078083,43.20933703,0.074614714
UNIONBANK,65,4.905635979,1.56055367,0.471666452,10.88528081,0.124776328,20,19.58275368,40.63784272,0.358846649,19.29521843,1.014901891
RUPA,25,1.219042545,0.623741169,0.473339652,12.46427989,0.157693949,12,2.252233684,36.32627364,-0.075641293,38.72365166,0.058161707
DLF,91.66666667,4.37923229,3.795832189,0.474858843,-9.858888243,-0.312911688,12,18.06606102,28.98563379,0.450777137,10.19170238,1.772624468
NCC,68.75,2.215144106,2.262128319,0.475733615,24.16579361,0.402868181,16,9.355437848,38.59339294,0.112854494,56.49742715,0.165590511
GMRINFRA,70,5.213018884,4.501380497,0.477037906,-1.956534956,-0.145827719,20,20.40278916,39.34401704,0.391489998,15.45038122,1.320536295
PNB,66.66666667,3.784089472,1.257827856,0.477095258,13.74782099,0.183355857,15,16.14262646,36.40266674,0.306093686,19.36664147,0.833527407
DCAL,61.11111111,2.737516748,0.489508393,0.477386618,10.56852355,0.116645992,18,11.99037081,51.68461325,0.13525052,49.45695961,0.242440516
DCMSHRIRAM,75,4.987501823,2.188053855,0.477660539,27.64298377,0.474039237,16,19.80551512,37.78290287,0.391857533,19.34022587,1.024058108
SUZLON,57.14285714,5.970619391,4.271129976,0.478507616,-22.22720252,-0.56900249,21,22.25404128,78.46170898,0.21990397,56.2320537,0.395753664
KOLTEPATIL,71.42857143,3.140234873,1.379498312,0.480677417,2.63055978,-0.04929377,7,13.73216122,34.77034424,0.251138187,10.19212122,1.347331034
JINDALSAW,68.75,2.212146601,4.255485944,0.480710178,10.06156161,0.105293415,16,9.338787705,36.76515694,0.118013578,50.0195705,0.186702677
CHENNPETRO,57.89473684,1.97990808,2.737949587,0.484090305,14.18823994,0.189804254,19,7.98356812,43.45034364,0.068666157,59.18108021,0.134900683
IL&FSTRANS,26.66666667,0.280952876,0.06211657,0.485347216,-28.69932608,-0.694334385,15,-13.30402288,23.49289371,-0.779130196,76.77298,-0.173290432
AVANTIFEED,50,1.910920187,0.668857235,0.48688014,86.15181616,1.666771953,20,7.553777455,34.87298784,0.073230819,30.61526693,0.246732373
GODFRYPHLP,63.15789474,1.95414132,4.215273589,0.490346561,13.23983524,0.168041053,19,7.824620972,38.18195872,0.073977896,43.78833463,0.178691906
SUDARSCHEM,50,1.285469786,1.553954738,0.49351735,26.21528664,0.429879246,14,2.86543352,39.6766296,-0.053799088,54.84134499,0.052249512
ICIL,50,1.734567399,3.578238215,0.495016359,15.58651835,0.21386199,16,6.38906696,34.50244383,0.040259959,27.55691716,0.231849845
JKIL,57.14285714,3.372808456,2.629086384,0.496189958,9.299810654,0.086656543,21,14.64960378,44.13978354,0.21861466,35.86548308,0.408459681
FCONSUMER,35.29411765,0.968858068,0.021312872,0.49833941,26.52448536,0.431924205,17,-0.355443708,31.55675356,-0.169708322,42.3474029,-0.008393518
TRIDENT,66.66666667,3.608605308,5.010239142,0.5007417,12.08681808,0.141526421,9,15.52412872,37.08322184,0.283797583,19.36572248,0.801629205
RENUKA,50,1.953800469,2.583333221,0.503499901,-1.50949055,-0.129284843,16,7.822505927,35.53419866,0.07943069,28.63199439,0.273208559
BLISSGVS,45.45454545,2.866974852,0.50921314,0.507761778,18.4456283,0.264801899,11,12.57377346,45.12320643,0.167846526,20.51268424,0.612975528
DEN,28.57142857,0.931563991,0.462945583,0.50860297,-8.84049807,-0.272127748,14,-0.793992162,30.6267751,-0.189180615,41.53786617,-0.0191149
HATHWAY,55.55555556,0.652873304,0.543160689,0.509327064,-3.569910678,-0.16825948,9,-4.681423443,19.79542034,-0.489073901,48.13564098,-0.097254827
DELTACORP,58.82352941,1.641230876,0.404905818,0.517230227,24.7561637,0.381960734,17,5.729404747,38.08877004,0.019150126,49.51670949,0.115706492
BOMDYEING,76.19047619,10.62440457,0.643752464,0.51774663,2.53027874,-0.047701349,21,30.43908576,42.22222745,0.602504588,19.32136887,1.575410415
JUSTDIAL,36.36363636,1.541504944,2.068904343,0.519727523,-3.590922334,-0.16529666,11,4.986720251,32.72987154,-0.000405738,27.86162174,0.178981694
RAIN,42.85714286,1.120018815,0.441474274,0.52362041,27.25330268,0.424989215,14,1.282724932,49.63145769,-0.07489756,60.72879782,0.021122185
ADANIPOWER,70,6.634928399,28.96240652,0.525443306,-7.108277681,-0.230439279,20,23.71299479,61.22849032,0.305625611,34.95468175,0.678392524
WELCORP,80,10.57596861,3.770020293,0.531817362,15.40793839,0.195705126,15,30.37208032,46.67821498,0.543552926,10.19576436,2.978891944
JINDALSTEL,75,4.823740172,4.116626162,0.534890036,24.14139944,0.357856721,24,19.35658464,44.67570311,0.321351062,48.02598989,0.403043949
CAPLIPOINT,42.85714286,0.770888206,2.217925675,0.535494598,70.92104914,1.231031077,14,-2.883682605,33.16926397,-0.23768036,60.62159365,-0.047568571
HEG,56.25,1.934578128,0.790032354,0.537484872,32.99104322,0.520778252,16,7.702694576,46.14474287,0.058569935,45.54895113,0.169108056
JETAIRWAYS,40,1.307664718,0.071954675,0.540423953,-10.82270805,-0.292783249,15,3.062339699,34.89965023,-0.055520909,57.72132321,0.053053872
JAICORPLTD,57.89473684,1.443332151,1.813806238,0.541422852,20.89922231,0.293656285,19,4.212714124,46.13297972,-0.017065576,73.30902642,0.057465149
GVKPIL,36.36363636,1.948965472,0.63363366,0.541521545,-10.58047481,-0.287716619,11,7.792468585,62.71469859,0.044526541,58.31343014,0.13363077
